03/25 00:57:57 - OpenCompass - INFO - Task [opencompass.models.huggingface.HuggingFace_lesliehd_Mistral-7B-Instruct-v0.2-16-bit-quantized/lukaemon_mmlu_professional_law_0]
2024-03-25 00:57:58.038754: I tensorflow/core/platform/cpu_feature_guard.cc:182] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2024-03-25 00:57:58.856162: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
03/25 00:58:01 - OpenCompass - WARNING - pad_token_id is not set for the tokenizer.
03/25 00:58:01 - OpenCompass - WARNING - Using eos_token_id </s> as pad_token_id.
Loading checkpoint shards:   0%|                                                                                                                                                                       | 0/3 [00:00<?, ?it/s]
 67%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                                           | 259/384 [05:13<02:28,  1.19s/it]
 68%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                                                          | 260/384 [05:14<02:26,  1.18s/it]
 68%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                                                          | 261/384 [05:15<02:23,  1.17s/it]
 68%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                                                         | 262/384 [05:16<02:23,  1.17s/it]
 68%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                                                         | 263/384 [05:18<02:23,  1.19s/it]
 69%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                                                        | 264/384 [05:19<02:20,  1.17s/it]
 69%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                                                        | 265/384 [05:20<02:19,  1.17s/it]
 69%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                                                        | 266/384 [05:21<02:18,  1.17s/it]
 70%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                                                       | 267/384 [05:22<02:16,  1.16s/it]
 70%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                                                       | 268/384 [05:23<02:14,  1.16s/it]
 70%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                                      | 269/384 [05:25<02:13,  1.16s/it]
 70%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                                      | 270/384 [05:26<02:13,  1.17s/it]
 71%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                                     | 271/384 [05:27<02:12,  1.17s/it]
 71%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                                     | 272/384 [05:28<02:10,  1.17s/it]
 71%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                                    | 273/384 [05:29<02:09,  1.17s/it]
 71%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                                    | 274/384 [05:31<02:12,  1.20s/it]
 72%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                                                   | 275/384 [05:32<02:14,  1.23s/it]
 72%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                                   | 276/384 [05:33<02:11,  1.22s/it]
 72%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                                                  | 277/384 [05:34<02:07,  1.19s/it]
 72%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                                  | 278/384 [05:35<02:04,  1.17s/it]
 73%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                                                 | 279/384 [05:37<02:03,  1.18s/it]
 73%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                                                 | 280/384 [05:38<02:06,  1.21s/it]
 73%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                                                | 281/384 [05:39<02:03,  1.20s/it]
 73%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                                                | 282/384 [05:40<02:00,  1.18s/it]
 74%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                                               | 283/384 [05:41<01:59,  1.18s/it]
 74%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                                               | 284/384 [05:43<02:01,  1.22s/it]
 74%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                                               | 285/384 [05:44<02:08,  1.29s/it]
 74%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                                              | 286/384 [05:45<02:02,  1.25s/it]
 75%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                                              | 287/384 [05:46<01:59,  1.23s/it]
 75%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                                             | 288/384 [05:48<02:00,  1.25s/it]
 75%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                             | 289/384 [05:49<01:56,  1.23s/it]
 76%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                            | 290/384 [05:50<01:55,  1.23s/it]
 76%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                            | 291/384 [05:51<01:53,  1.22s/it]
 76%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                           | 292/384 [05:53<01:54,  1.25s/it]
 76%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                           | 293/384 [05:54<01:54,  1.26s/it]
 77%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                                          | 294/384 [05:55<01:53,  1.26s/it]
 77%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                          | 295/384 [05:57<01:52,  1.27s/it]
 77%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                                         | 296/384 [05:58<01:50,  1.26s/it]
 77%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                         | 297/384 [05:59<01:45,  1.21s/it]
 78%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                                        | 298/384 [06:00<01:42,  1.20s/it]
 78%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                                        | 299/384 [06:01<01:40,  1.19s/it]
 78%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                                       | 300/384 [06:02<01:39,  1.18s/it]
 78%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                                       | 301/384 [06:04<01:40,  1.21s/it]
 79%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                                      | 302/384 [06:05<01:38,  1.20s/it]
 79%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                                      | 303/384 [06:06<01:39,  1.23s/it]
 79%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                                      | 304/384 [06:07<01:37,  1.22s/it]
 79%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                                     | 305/384 [06:08<01:35,  1.21s/it]
 80%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                                     | 306/384 [06:10<01:37,  1.25s/it]
 80%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                                    | 307/384 [06:11<01:33,  1.21s/it]
 80%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                    | 308/384 [06:12<01:35,  1.26s/it]
 80%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                   | 309/384 [06:14<01:37,  1.30s/it]
 81%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                   | 310/384 [06:15<01:34,  1.28s/it]
 81%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                  | 311/384 [06:16<01:32,  1.27s/it]
 81%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                  | 312/384 [06:17<01:29,  1.24s/it]
 82%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                                 | 313/384 [06:19<01:26,  1.22s/it]
 82%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                 | 314/384 [06:20<01:26,  1.23s/it]
 82%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                                | 315/384 [06:21<01:23,  1.21s/it]
 82%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                | 316/384 [06:22<01:20,  1.18s/it]
 83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                               | 317/384 [06:24<01:24,  1.26s/it]
 83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                               | 318/384 [06:25<01:22,  1.26s/it]
 83%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                              | 319/384 [06:26<01:20,  1.24s/it]
 83%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                              | 320/384 [06:27<01:17,  1.22s/it]
 84%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                             | 321/384 [06:28<01:15,  1.20s/it]
 84%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                             | 322/384 [06:29<01:12,  1.16s/it]
 84%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                             | 323/384 [06:31<01:10,  1.16s/it]
 84%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                            | 324/384 [06:32<01:12,  1.21s/it]
 85%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                            | 325/384 [06:33<01:10,  1.20s/it]
 85%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                           | 326/384 [06:34<01:11,  1.23s/it]
 85%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                           | 327/384 [06:36<01:12,  1.28s/it]
 85%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                          | 328/384 [06:37<01:12,  1.30s/it]
 86%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                          | 329/384 [06:38<01:10,  1.28s/it]
 86%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                         | 330/384 [06:39<01:07,  1.25s/it]
 86%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                         | 331/384 [06:41<01:06,  1.26s/it]
 86%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                        | 332/384 [06:42<01:05,  1.26s/it]
 87%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                        | 333/384 [06:43<01:06,  1.30s/it]
 87%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                       | 334/384 [06:45<01:03,  1.27s/it]
 87%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                       | 335/384 [06:46<01:01,  1.25s/it]
 88%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                      | 336/384 [06:47<01:00,  1.26s/it]
 88%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                      | 337/384 [06:48<00:57,  1.23s/it]
 88%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                     | 338/384 [06:49<00:54,  1.19s/it]
 88%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                     | 339/384 [06:51<00:55,  1.24s/it]
 89%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                    | 340/384 [06:52<00:52,  1.20s/it]
 89%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                    | 341/384 [06:53<00:51,  1.19s/it]
 89%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                    | 342/384 [06:54<00:49,  1.17s/it]
 89%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                   | 343/384 [06:55<00:48,  1.18s/it]
 90%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                   | 344/384 [06:57<00:48,  1.20s/it]
 90%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                  | 345/384 [06:58<00:46,  1.20s/it]
 90%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                  | 346/384 [06:59<00:46,  1.23s/it]
 90%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                 | 347/384 [07:00<00:44,  1.20s/it]
